i,num_particles,inertia,cognition,social,tau,epoch_stop,solution_found,fitness,found
12,40,0.5,1,1,8,499,[1. 1.],7.099748146989106e-30,True
13,40,0.5,1,1,8,499,[1. 1.],1.755169441370551e-19,True
14,40,0.5,1,1,8,499,[1. 1.],5.9797755913165184e-21,True
15,40,0.5,1,1,8,499,[1. 1.],0.0,True
16,40,0.5,1,1,8,499,[1. 1.],0.0,True
17,40,0.5,1,1,8,499,[1. 1.],0.0,True
18,40,0.5,1,1,8,499,[0.99999999 0.99999999],3.424321193053242e-17,True
19,40,0.5,1,1,8,499,[1. 1.],0.0,True
20,40,0.5,1,1,8,499,[1. 1.],0.0,True
21,40,0.5,1,1,8,499,[1. 1.],3.993608332681372e-30,True
22,40,0.5,1,1,8,499,[1. 1.],0.0,True
23,40,0.5,1,1,8,499,[1. 1.],0.0,True
24,40,0.5,1,1,8,499,[1. 1.],0.0,True
25,40,0.5,1,1,8,499,[1. 1.],0.0,True
26,40,0.5,1,1,8,499,[1. 1.],0.0,True
27,40,0.5,1,1,8,499,[1. 1.],0.0,True
28,40,0.5,1,1,8,499,[1. 1.],0.0,True
29,40,0.5,1,1,8,499,[1. 1.],7.888609052210118e-31,True
30,40,0.5,1,1,8,499,[1. 1.],0.0,True
31,40,0.5,1,1,8,499,[1. 1.],4.772569526579926e-25,True
32,40,0.5,1,1,8,499,[1. 1.],0.0,True
33,40,0.5,1,1,8,499,[1. 1.],1.232595164407831e-32,True
34,40,0.5,1,1,8,499,[1. 1.],1.232595164407831e-32,True
35,40,0.5,1,1,8,499,[1. 1.],0.0,True
36,40,0.5,1,1,8,499,[1. 1.],0.0,True
37,40,0.5,1,1,8,499,[1. 1.],1.9721522630525295e-31,True
38,40,0.5,1,1,8,499,[1. 1.],0.0,True
39,40,0.5,1,1,8,499,[1. 1.],7.099748146989106e-30,True
40,40,0.5,1,1,8,499,[1. 1.],0.0,True
41,40,0.5,1,1,8,499,[1. 1.],0.0,True
42,40,0.5,1,1,8,499,[1. 1.],4.256237877399815e-25,True
43,40,0.5,1,1,8,499,[1.00000128 1.00000257],1.655037814597484e-12,True
44,40,0.5,1,1,8,499,[1. 1.],0.0,True
45,40,0.5,1,1,8,499,[1. 1.],0.0,True
46,40,0.5,1,1,8,499,[1. 1.],0.0,True
47,40,0.5,1,1,8,499,[1. 1.],6.7930958501614055e-19,True
48,40,0.5,1,1,8,499,[1. 1.],0.0,True
49,40,0.5,1,1,8,499,[1. 1.],0.0,True
0,40,0.5,1,1,9,499,[1. 1.],0.0,True
1,40,0.5,1,1,9,499,[1. 1.],0.0,True
2,40,0.5,1,1,9,499,[1. 1.],4.930380657631324e-30,True
3,40,0.5,1,1,9,499,[1. 1.],0.0,True
4,40,0.5,1,1,9,499,[1. 1.],3.7457334451189575e-28,True
5,40,0.5,1,1,9,499,[1. 1.],0.0,True
6,40,0.5,1,1,9,499,[1. 1.],8.332343311396937e-30,True
7,40,0.5,1,1,9,499,[1. 1.],1.6195283145295526e-22,True
8,40,0.5,1,1,9,499,[1. 1.],5.728978571613092e-25,True
9,40,0.5,1,1,9,499,[1. 1.],0.0,True
10,40,0.5,1,1,9,499,[1. 1.],0.0,True
11,40,0.5,1,1,9,499,[1. 1.],5.863124311353509e-22,True
12,40,0.5,1,1,9,499,[1. 1.],0.0,True
13,40,0.5,1,1,9,499,[1. 1.],0.0,True
14,40,0.5,1,1,9,499,[1. 1.],4.3558791448573135e-26,True
15,40,0.5,1,1,9,499,[1. 1.],0.0,True
16,40,0.5,1,1,9,499,[1. 1.],0.0,True
17,40,0.5,1,1,9,499,[1. 1.],0.0,True
18,40,0.5,1,1,9,499,[1.00008645 1.00017258],7.483235740100011e-09,False
19,40,0.5,1,1,9,499,[1. 1.],0.0,True
20,40,0.5,1,1,9,499,[1. 1.],4.930380657631324e-32,True
21,40,0.5,1,1,9,499,[1. 1.],0.0,True
22,40,0.5,1,1,9,499,[1. 1.],5.4357446750385345e-30,True
23,40,0.5,1,1,9,499,[1. 1.],0.0,True
24,40,0.5,1,1,9,499,[1. 1.],2.328053023418811e-26,True
25,40,0.5,1,1,9,499,[1. 1.],0.0,True
26,40,0.5,1,1,9,499,[1. 1.],0.0,True
27,40,0.5,1,1,9,499,[1. 1.],7.888609052210118e-31,True
28,40,0.5,1,1,9,499,[1.00000099 1.00000199],9.842451303334215e-13,True
29,40,0.5,1,1,9,499,[1. 1.],0.0,True
30,40,0.5,1,1,9,499,[1. 1.],0.0,True
31,40,0.5,1,1,9,499,[1. 1.],4.930380657631324e-32,True
32,40,0.5,1,1,9,499,[1. 1.],4.437342591868191e-31,True
33,40,0.5,1,1,9,499,[1.49549788 2.23858729],0.2459480403865334,False
34,40,0.5,1,1,9,499,[1. 1.],0.0,True
35,40,0.5,1,1,9,499,[1. 1.],0.0,True
36,40,0.5,1,1,9,499,[1. 1.],0.0,True
37,40,0.5,1,1,9,499,[1. 1.],1.2007158161136526e-25,True
38,40,0.5,1,1,9,499,[1. 1.],0.0,True
39,40,0.5,1,1,9,499,[1. 1.],0.0,True
40,40,0.5,1,1,9,499,[1. 1.],0.0,True
41,40,0.5,1,1,9,499,[1. 1.],0.0,True
42,40,0.5,1,1,9,499,[1. 1.],0.0,True
43,40,0.5,1,1,9,499,[1. 1.],0.0,True
44,40,0.5,1,1,9,499,[1. 1.],7.656388123235683e-28,True
45,40,0.5,1,1,9,499,[1. 1.],1.3338642463432534e-24,True
46,40,0.5,1,1,9,499,[1. 1.],0.0,True
47,40,0.5,1,1,9,499,[1.00421123 1.00833144],1.8917417624715695e-05,False
48,40,0.5,1,1,9,499,[1.00166987 1.00342032],3.3936323188925005e-06,False
49,40,0.5,1,1,9,499,[1. 1.],0.0,True
0,40,0.5,1,1,10,499,[1. 1.],0.0,True
1,40,0.5,1,1,10,499,[1. 1.],0.0,True
2,40,0.5,1,1,10,499,[1. 1.],0.0,True
3,40,0.5,1,1,10,499,[1. 1.],0.0,True
4,40,0.5,1,1,10,499,[1. 1.],4.519642970995702e-25,True
5,40,0.5,1,1,10,499,[1. 1.],9.896560156238094e-21,True
6,40,0.5,1,1,10,499,[1. 1.],2.2611950402452606e-24,True
7,40,0.5,1,1,10,499,[0.99999997 0.99999994],9.679159694649404e-16,True
8,40,0.5,1,1,10,499,[1. 1.],0.0,True
9,40,0.5,1,1,10,499,[1. 1.],2.5798706833915415e-21,True
10,40,0.5,1,1,10,499,[1. 1.],0.0,True
11,40,0.5,1,1,10,499,[1. 1.],0.0,True
12,40,0.5,1,1,10,499,[1. 1.],0.0,True
13,40,0.5,1,1,10,499,[1. 1.],0.0,True
14,40,0.5,1,1,10,499,[1. 1.],9.663546088957395e-30,True
15,40,0.5,1,1,10,499,[1. 1.],0.0,True
16,40,0.5,1,1,10,499,[1. 1.],0.0,True
17,40,0.5,1,1,10,499,[1. 1.],0.0,True
18,40,0.5,1,1,10,499,[1. 1.],0.0,True
19,40,0.5,1,1,10,499,[1. 1.],7.888609052210118e-31,True
20,40,0.5,1,1,10,499,[1. 1.],1.7749370367472766e-30,True
21,40,0.5,1,1,10,499,[1. 1.],0.0,True
22,40,0.5,1,1,10,499,[1. 1.],0.0,True
23,40,0.5,1,1,10,499,[1. 1.],0.0,True
24,40,0.5,1,1,10,499,[1. 1.],3.657920604593375e-24,True
25,40,0.5,1,1,10,499,[1. 1.],0.0,True
26,40,0.5,1,1,10,499,[1. 1.],0.0,True
27,40,0.5,1,1,10,499,[1.0000004 1.0000008],1.5840022667715965e-13,True
28,40,0.5,1,1,10,499,[0.99999998 0.99999996],4.505159670167839e-16,True
29,40,0.5,1,1,10,499,[1. 1.],0.0,True
30,40,0.5,1,1,10,499,[1. 1.],0.0,True
31,40,0.5,1,1,10,499,[1. 1.],7.866032888482631e-24,True
32,40,0.5,1,1,10,499,[1. 1.],1.1093356479670479e-31,True
33,40,0.5,1,1,10,499,[1. 1.],0.0,True
34,40,0.5,1,1,10,499,[1. 1.],2.4521490097530404e-23,True
35,40,0.5,1,1,10,499,[1. 1.],0.0,True
36,40,0.5,1,1,10,499,[1. 1.],0.0,True
37,40,0.5,1,1,10,499,[1. 1.],5.127595883936577e-30,True
38,40,0.5,1,1,10,499,[1. 1.],2.180719394999139e-24,True
39,40,0.5,1,1,10,499,[1. 1.],4.930380657631324e-32,True
40,40,0.5,1,1,10,499,[1. 1.],1.7749370367472766e-30,True
41,40,0.5,1,1,10,499,[1. 1.],9.858000302094374e-27,True
42,40,0.5,1,1,10,499,[1.00000462 1.00000918],2.1647690974838974e-11,True
43,40,0.5,1,1,10,499,[1. 1.],0.0,True
44,40,0.5,1,1,10,499,[1. 1.],3.5622000251386314e-30,True
45,40,0.5,1,1,10,499,[1. 1.],6.197818104899509e-20,True
46,40,0.5,1,1,10,499,[1. 1.],0.0,True
47,40,0.5,1,1,10,499,[1. 1.],6.01811788443883e-21,True
48,40,0.5,1,1,10,499,[1. 1.],1.232595164407831e-30,True
49,40,0.5,1,1,10,499,[1. 1.],0.0,True
0,40,0.5,1,1,11,499,[1. 1.],0.0,True
1,40,0.5,1,1,11,499,[1. 1.],0.0,True
2,40,0.5,1,1,11,499,[1. 1.],3.332937324558775e-29,True
3,40,0.5,1,1,11,499,[1. 1.],5.965760595733902e-30,True
4,40,0.5,1,1,11,499,[1. 1.],0.0,True
5,40,0.5,1,1,11,499,[1. 1.],0.0,True
6,40,0.5,1,1,11,499,[1. 1.],0.0,True
7,40,0.5,1,1,11,499,[1. 1.],3.885139958213483e-27,True
8,40,0.5,1,1,11,499,[1. 1.],1.1698749341758684e-23,True
9,40,0.5,1,1,11,499,[1. 1.],0.0,True
10,40,0.5,1,1,11,499,[1. 1.],4.0968369451053637e-26,True
11,40,0.5,1,1,11,499,[1.00000002 1.00000004],8.951676278270437e-16,True
12,40,0.5,1,1,11,499,[1. 1.],1.1047213842908449e-20,True
13,40,0.5,1,1,11,499,[1. 1.],1.9721522630525295e-29,True
14,40,0.5,1,1,11,499,[1. 1.],0.0,True
15,40,0.5,1,1,11,499,[1.06882103 1.14232321],0.004736639038686511,False
16,40,0.5,1,1,11,499,[1. 1.],4.930380657631324e-32,True
17,40,0.5,1,1,11,499,[1. 1.],0.0,True
18,40,0.5,1,1,11,499,[1. 1.],1.9721522630525295e-31,True
19,40,0.5,1,1,11,499,[1. 1.],0.0,True
20,40,0.5,1,1,11,499,[ 3.68519871 13.58600873],7.2131214908828305,False
21,40,0.5,1,1,11,499,[1. 1.],0.0,True
22,40,0.5,1,1,11,499,[1. 1.],0.0,True
23,40,0.5,1,1,11,499,[1. 1.],0.0,True
24,40,0.5,1,1,11,499,[1. 1.],0.0,True
25,40,0.5,1,1,11,499,[1. 1.],4.437342591868191e-31,True
26,40,0.5,1,1,11,499,[1. 1.],4.396073333611554e-25,True
27,40,0.5,1,1,11,499,[1. 1.],0.0,True
28,40,0.5,1,1,11,499,[1. 1.],0.0,True
29,40,0.5,1,1,11,499,[1. 1.],0.0,True
30,40,0.5,1,1,11,499,[1. 1.],0.0,True
31,40,0.5,1,1,11,499,[1. 1.],0.0,True
32,40,0.5,1,1,11,499,[1. 1.],2.48848637742297e-28,True
33,40,0.5,1,1,11,499,[1. 1.],0.0,True
34,40,0.5,1,1,11,499,[1. 1.],0.0,True
35,40,0.5,1,1,11,499,[1. 1.],0.0,True
36,40,0.5,1,1,11,499,[1. 1.],0.0,True
37,40,0.5,1,1,11,499,[1. 1.],1.232595164407831e-32,True
38,40,0.5,1,1,11,499,[1. 1.],0.0,True
39,40,0.5,1,1,11,499,[1. 1.],0.0,True
40,40,0.5,1,1,11,499,[1. 1.],0.0,True
41,40,0.5,1,1,11,499,[1. 1.],2.3863042382935607e-29,True
42,40,0.5,1,1,11,499,[1. 1.],0.0,True
43,40,0.5,1,1,11,499,[1. 1.],0.0,True
44,40,0.5,1,1,11,499,[1. 1.],3.3404561550616626e-28,True
45,40,0.5,1,1,11,499,[1. 1.],1.1795846612747898e-19,True
46,40,0.5,1,1,11,499,[0.99949569 0.99900278],2.667712121261396e-07,False
47,40,0.5,1,1,11,499,[1. 1.],0.0,True
48,40,0.5,1,1,11,499,[1. 1.],5.965760595733902e-30,True
49,40,0.5,1,1,11,499,[1. 1.],0.0,True
0,40,0.5,1,1,12,499,[1. 1.],0.0,True
1,40,0.5,1,1,12,499,[1.00000007 1.00000014],4.875270654071463e-15,True
2,40,0.5,1,1,12,499,[1. 1.],0.0,True
3,40,0.5,1,1,12,499,[1. 1.],3.3224442912279776e-24,True
4,40,0.5,1,1,12,499,[1. 1.],0.0,True
5,40,0.5,1,1,12,499,[1. 1.],4.437342591868191e-31,True
6,40,0.5,1,1,12,499,[1. 1.],4.810523103844306e-27,True
7,40,0.5,1,1,12,499,[1. 1.],0.0,True
8,40,0.5,1,1,12,499,[1. 1.],6.064274531654033e-26,True
9,40,0.5,1,1,12,499,[1. 1.],4.930380657631324e-30,True
10,40,0.5,1,1,12,499,[1. 1.],0.0,True
11,40,0.5,1,1,12,499,[1. 1.],4.930380657631324e-32,True
12,40,0.5,1,1,12,499,[1. 1.],0.0,True
13,40,0.5,1,1,12,499,[1. 1.],3.332937324558775e-29,True
14,40,0.5,1,1,12,499,[1. 1.],4.930380657631324e-32,True
15,40,0.5,1,1,12,499,[1. 1.],0.0,True
16,40,0.5,1,1,12,499,[1. 1.],0.0,True
17,40,0.5,1,1,12,499,[1. 1.],0.0,True
18,40,0.5,1,1,12,499,[1. 1.],0.0,True
19,40,0.5,1,1,12,499,[1. 1.],0.0,True
20,40,0.5,1,1,12,499,[1. 1.],5.8815773042332415e-25,True
21,40,0.5,1,1,12,499,[1.00001094 1.00002149],1.3527324705778695e-10,False
22,40,0.5,1,1,12,499,[1. 1.],0.0,True
23,40,0.5,1,1,12,499,[1. 1.],0.0,True
24,40,0.5,1,1,12,499,[1. 1.],0.0,True
25,40,0.5,1,1,12,499,[1. 1.],0.0,True
26,40,0.5,1,1,12,499,[1. 1.],0.0,True
27,40,0.5,1,1,12,499,[1. 1.],2.297557386456197e-27,True
28,40,0.5,1,1,12,499,[1. 1.],0.0,True
29,40,0.5,1,1,12,499,[1. 1.],0.0,True
30,40,0.5,1,1,12,499,[1.00000461 1.00000917],2.1398471681307174e-11,True
31,40,0.5,1,1,12,499,[1. 1.],5.015429723975464e-27,True
32,40,0.5,1,1,12,499,[1. 1.],0.0,True
33,40,0.5,1,1,12,499,[1. 1.],0.0,True
34,40,0.5,1,1,12,499,[1.00009932 1.00019708],1.0115092070562655e-08,False
35,40,0.5,1,1,12,499,[1. 1.],0.0,True
36,40,0.5,1,1,12,499,[1. 1.],3.1554436208840472e-30,True
37,40,0.5,1,1,12,499,[1. 1.],0.0,True
38,40,0.5,1,1,12,499,[1. 1.],0.0,True
39,40,0.5,1,1,12,499,[1. 1.],1.7552155141167513e-29,True
40,40,0.5,1,1,12,499,[1. 1.],0.0,True
41,40,0.5,1,1,12,499,[2.91783954 8.51241342],3.678297329163059,False
42,40,0.5,1,1,12,499,[1. 1.],0.0,True
43,40,0.5,1,1,12,499,[1. 1.],1.465555650480911e-29,True
44,40,0.5,1,1,12,499,[1. 1.],1.262177448353619e-29,True
45,40,0.5,1,1,12,499,[1. 1.],0.0,True
46,40,0.5,1,1,12,499,[1. 1.],0.0,True
47,40,0.5,1,1,12,499,[1.00588252 1.0118576 ],3.493988011235675e-05,False
48,40,0.5,1,1,12,499,[1. 1.],0.0,True
49,40,0.5,1,1,12,499,[1. 1.],4.930380657631324e-32,True
0,40,0.5,1,1,13,499,[1. 1.],0.0,True
1,40,0.5,1,1,13,499,[1. 1.],9.60931190172345e-29,True
2,40,0.5,1,1,13,499,[1. 1.],0.0,True
3,40,0.5,1,1,13,499,[1. 1.],5.644792814922103e-28,True
4,40,0.5,1,1,13,499,[1. 1.],0.0,True
5,40,0.5,1,1,13,499,[1. 1.],6.638757555500577e-26,True
6,40,0.5,1,1,13,499,[1. 1.],0.0,True
7,40,0.5,1,1,13,499,[1. 1.],0.0,True
8,40,0.5,1,1,13,499,[1. 1.],0.0,True
9,40,0.5,1,1,13,499,[1. 1.],0.0,True
10,40,0.5,1,1,13,499,[1. 1.],0.0,True
11,40,0.5,1,1,13,499,[1.12604726 1.26760619],0.015902065487548044,False
12,40,0.5,1,1,13,499,[1. 1.],0.0,True
13,40,0.5,1,1,13,499,[1. 1.],0.0,True
14,40,0.5,1,1,13,499,[1. 1.],0.0,True
15,40,0.5,1,1,13,499,[1. 1.],0.0,True
16,40,0.5,1,1,13,499,[1.00000071 1.00000143],5.129741073687169e-13,True
17,40,0.5,1,1,13,499,[1. 1.],0.0,True
18,40,0.5,1,1,13,499,[1. 1.],2.449137432255414e-19,True
19,40,0.5,1,1,13,499,[1. 1.],0.0,True
20,40,0.5,1,1,13,499,[1. 1.],0.0,True
21,40,0.5,1,1,13,499,[1. 1.],1.6482578260317307e-22,True
22,40,0.5,1,1,13,499,[1. 1.],0.0,True
23,40,0.5,1,1,13,499,[1. 1.],0.0,True
24,40,0.5,1,1,13,499,[1. 1.],2.16932781211944e-24,True
25,40,0.5,1,1,13,499,[1. 1.],0.0,True
26,40,0.5,1,1,13,499,[1. 1.],0.0,True
27,40,0.5,1,1,13,499,[1. 1.],0.0,True
28,40,0.5,1,1,13,499,[1.07192135 1.14995603],0.0052611618372705345,False
29,40,0.5,1,1,13,499,[1. 1.],7.917450797418472e-22,True
30,40,0.5,1,1,13,499,[1. 1.],0.0,True
31,40,0.5,1,1,13,499,[1. 1.],1.232595164407831e-30,True
32,40,0.5,1,1,13,499,[1.00016307 1.00030583],6.797810240046646e-08,False
33,40,0.5,1,1,13,499,[1. 1.],0.0,True
34,40,0.5,1,1,13,499,[1. 1.],0.0,True
35,40,0.5,1,1,13,499,[1. 1.],0.0,True
36,40,0.5,1,1,13,499,[0.99999971 0.99999941],8.741624651799977e-14,True
37,40,0.5,1,1,13,499,[1. 1.],0.0,True
38,40,0.5,1,1,13,499,[1. 1.],0.0,True
39,40,0.5,1,1,13,499,[1. 1.],0.0,True
40,40,0.5,1,1,13,499,[1. 1.],4.930380657631324e-32,True
41,40,0.5,1,1,13,499,[1. 1.],0.0,True
42,40,0.5,1,1,13,499,[1. 1.],0.0,True
43,40,0.5,1,1,13,499,[1. 1.],0.0,True
44,40,0.5,1,1,13,499,[1. 1.],0.0,True
45,40,0.5,1,1,13,499,[1. 1.],0.0,True
46,40,0.5,1,1,13,499,[1. 1.],0.0,True
47,40,0.5,1,1,13,499,[1. 1.],3.1554436208840472e-30,True
48,40,0.5,1,1,13,499,[1. 1.],0.0,True
49,40,0.5,1,1,13,499,[1. 1.],0.0,True
0,40,0.5,1,1,14,499,[1. 1.],0.0,True
1,40,0.5,1,1,14,499,[1.02304981 1.04690126],0.000538602837870044,False
2,40,0.5,1,1,14,499,[1. 1.],2.540575849070845e-27,True
3,40,0.5,1,1,14,499,[1. 1.],0.0,True
4,40,0.5,1,1,14,499,[1. 1.],0.0,True
5,40,0.5,1,1,14,499,[1.00260282 1.00519001],6.824846191349995e-06,False
6,40,0.5,1,1,14,499,[1. 1.],0.0,True
7,40,0.5,1,1,14,499,[1. 1.],0.0,True
8,40,0.5,1,1,14,499,[1. 1.],9.681546288003482e-22,True
9,40,0.5,1,1,14,499,[1. 1.],0.0,True
10,40,0.5,1,1,14,499,[1. 1.],8.65595886170824e-20,True
11,40,0.5,1,1,14,499,[1.00000008 1.00000016],6.806866659697752e-15,True
12,40,0.5,1,1,14,499,[1. 1.],0.0,True
13,40,0.5,1,1,14,499,[1. 1.],1.1093356479670479e-31,True
14,40,0.5,1,1,14,499,[1. 1.],0.0,True
15,40,0.5,1,1,14,499,[1. 1.],0.0,True
16,40,0.5,1,1,14,499,[1. 1.],0.0,True
17,40,0.5,1,1,14,499,[1. 1.],0.0,True
18,40,0.5,1,1,14,499,[1. 1.],0.0,True
19,40,0.5,1,1,14,499,[1. 1.],7.888609052210118e-31,True
20,40,0.5,1,1,14,499,[1. 1.],0.0,True
21,40,0.5,1,1,14,499,[1. 1.],0.0,True
22,40,0.5,1,1,14,499,[1. 1.],9.385695719591746e-26,True
23,40,0.5,1,1,14,499,[1. 1.],0.0,True
24,40,0.5,1,1,14,499,[1.         1.00000001],2.0808986965263606e-17,True
25,40,0.5,1,1,14,499,[1. 1.],0.0,True
26,40,0.5,1,1,14,499,[1. 1.],0.0,True
27,40,0.5,1,1,14,499,[1. 1.],0.0,True
28,40,0.5,1,1,14,499,[1. 1.],0.0,True
29,40,0.5,1,1,14,499,[1. 1.],0.0,True
30,40,0.5,1,1,14,499,[1. 1.],0.0,True
31,40,0.5,1,1,14,499,[1. 1.],2.372653246847744e-26,True
32,40,0.5,1,1,14,499,[1. 1.],2.206969345591999e-24,True
33,40,0.5,1,1,14,499,[1. 1.],0.0,True
34,40,0.5,1,1,14,499,[1. 1.],0.0,True
35,40,0.5,1,1,14,499,[1. 1.],0.0,True
36,40,0.5,1,1,14,499,[1. 1.],9.98402083170343e-31,True
37,40,0.5,1,1,14,499,[1. 1.],0.0,True
38,40,0.5,1,1,14,499,[1. 1.],0.0,True
39,40,0.5,1,1,14,499,[1. 1.],0.0,True
40,40,0.5,1,1,14,499,[1. 1.],0.0,True
41,40,0.5,1,1,14,499,[1. 1.],0.0,True
42,40,0.5,1,1,14,499,[1. 1.],0.0,True
43,40,0.5,1,1,14,499,[1. 1.],0.0,True
44,40,0.5,1,1,14,499,[1. 1.],0.0,True
45,40,0.5,1,1,14,499,[1. 1.],0.0,True
46,40,0.5,1,1,14,499,[1. 1.],1.2326116922763905e-23,True
47,40,0.5,1,1,14,499,[1. 1.],2.4158865222393487e-30,True
48,40,0.5,1,1,14,499,[1. 1.],0.0,True
49,40,0.5,1,1,14,499,[1. 1.],0.0,True
0,40,0.5,1,1,15,499,[1. 1.],0.0,True
1,40,0.5,1,1,15,499,[1. 1.],0.0,True
2,40,0.5,1,1,15,499,[1. 1.],0.0,True
3,40,0.5,1,1,15,499,[1. 1.],5.4357446750385345e-30,True
4,40,0.5,1,1,15,499,[1.00051206 1.00074205],8.232937403516376e-06,False
5,40,0.5,1,1,15,499,[1. 1.],2.8474180892985303e-28,True
6,40,0.5,1,1,15,499,[1. 1.],0.0,True
7,40,0.5,1,1,15,499,[1. 1.],0.0,True
8,40,0.5,1,1,15,499,[1.00005811 1.00011569],3.4046735081509863e-09,False
9,40,0.5,1,1,15,499,[1.         1.00000001],1.4983066987966148e-16,True
10,40,0.5,1,1,15,499,[1. 1.],0.0,True
11,40,0.5,1,1,15,499,[1. 1.],0.0,True
12,40,0.5,1,1,15,499,[1. 1.],0.0,True
13,40,0.5,1,1,15,499,[1. 1.],2.164806793572241e-23,True
14,40,0.5,1,1,15,499,[1. 1.],7.702965251814622e-23,True
15,40,0.5,1,1,15,499,[1. 1.],0.0,True
16,40,0.5,1,1,15,499,[1. 1.],0.0,True
17,40,0.5,1,1,15,499,[1. 1.],0.0,True
18,40,0.5,1,1,15,499,[1. 1.],0.0,True
19,40,0.5,1,1,15,499,[1.00000342 1.00000793],1.2904121687112043e-10,False
20,40,0.5,1,1,15,499,[1. 1.],0.0,True
21,40,0.5,1,1,15,499,[1.00000001 1.00000001],5.4637684531316495e-17,True
22,40,0.5,1,1,15,499,[1. 1.],0.0,True
23,40,0.5,1,1,15,499,[1. 1.],0.0,True
24,40,0.5,1,1,15,499,[1. 1.],0.0,True
25,40,0.5,1,1,15,499,[1. 1.],0.0,True
26,40,0.5,1,1,15,499,[1.00000091 1.00000181],8.318855548935809e-13,True
27,40,0.5,1,1,15,499,[1. 1.],0.0,True
28,40,0.5,1,1,15,499,[1. 1.],4.930380657631324e-32,True
29,40,0.5,1,1,15,499,[1. 1.],4.437342591868191e-31,True
30,40,0.5,1,1,15,499,[1. 1.],0.0,True
31,40,0.5,1,1,15,499,[1. 1.],0.0,True
32,40,0.5,1,1,15,499,[1. 1.],0.0,True
33,40,0.5,1,1,15,499,[1. 1.],1.4805440076801102e-27,True
34,40,0.5,1,1,15,499,[1.88084765 3.54151255],0.7774328849918651,False
35,40,0.5,1,1,15,499,[1. 1.],0.0,True
36,40,0.5,1,1,15,499,[1. 1.],0.0,True
37,40,0.5,1,1,15,499,[1. 1.],3.2200494472974967e-20,True
38,40,0.5,1,1,15,499,[1. 1.],0.0,True
39,40,0.5,1,1,15,499,[1. 1.],1.232595164407831e-30,True
40,40,0.5,1,1,15,499,[1. 1.],9.663546088957395e-30,True
41,40,0.5,1,1,15,499,[1. 1.],1.3050224562684351e-27,True
42,40,0.5,1,1,15,499,[1. 1.],7.868926972624854e-24,True
43,40,0.5,1,1,15,499,[1. 1.],1.232595164407831e-30,True
44,40,0.5,1,1,15,499,[1. 1.],0.0,True
45,40,0.5,1,1,15,499,[1. 1.],7.888609052210118e-31,True
46,40,0.5,1,1,15,499,[1. 1.],1.1093356479670479e-31,True
47,40,0.5,1,1,15,499,[1. 1.],0.0,True
48,40,0.5,1,1,15,499,[1. 1.],7.841702664473588e-20,True
49,40,0.5,1,1,15,499,[0.99999998 0.99999996],2.382079777458192e-15,True
