particles,inertia,cognition,social,epoch_stop,solution_found,fitness
40,0.5,1,1,810,[1.00000001 1.00000001],6.549237963120217e-17
40,0.5,1,1,237,[1. 1.],1.4061565820495598e-21
40,0.5,1,1,475,[1.00000062 1.00000119],6.421708508302916e-13
40,0.5,1,1,315,[0.99999999 0.99999999],2.612712983426829e-17
40,0.5,1,1,336,[1. 1.],2.28262301150178e-22
40,0.5,1,1,207,[1.00000007 1.00000012],9.136995561308713e-14
40,0.5,1,1,316,[1.00000085 1.0000017 ],7.47440796168881e-13
40,0.5,1,1,337,[1. 1.],3.182892484974622e-19
40,0.5,1,1,207,[1.         0.99999999],2.4670907121249303e-17
40,0.5,1,1,216,[1.         1.00000001],8.084468622297574e-17
40,0.5,1,1,216,[0.99999684 0.99999366],1.0018594362094962e-11
40,0.5,1,1,363,[1. 1.],3.498102684883264e-18
40,0.5,1,1,287,[1.00000001 1.00000001],4.909862341017159e-17
40,0.5,1,1,466,[1. 1.],2.0963361162185272e-19
40,0.5,1,1,215,[0.99999974 0.99999948],7.093097560016861e-14
40,0.5,1,1,198,[0.99999987 0.99999973],1.8000062380779313e-14
40,0.5,1,1,211,[0.99999979 0.99999957],4.641057899540669e-14
40,0.5,1,1,199,[0.99999306 0.99998606],4.8542871879735356e-11
40,0.5,1,1,238,[1. 1.],4.0495088923858696e-19
40,0.5,1,1,935,[1. 1.],3.38729477130916e-26
40,0.5,1,1,346,[1. 1.],8.155404275546193e-25
40,0.5,1,1,229,[1.00000003 1.00000007],1.2222336709372004e-15
40,0.5,1,1,192,[1. 1.],1.1905544758290202e-20
40,0.5,1,1,339,[1.00000035 1.00000069],1.2062773416988023e-13
40,0.5,1,1,283,[1.         0.99999999],1.2799070923057054e-17
40,0.5,1,1,364,[1.00000063 1.00000127],4.0011867558659703e-13
40,0.5,1,1,155,[1.00000069 1.00000138],4.821679866010987e-13
40,0.5,1,1,148,[1.00000007 1.00000013],5.497525851429841e-15
40,0.5,1,1,257,[0.99999993 0.99999985],5.295981413440751e-15
40,0.5,1,1,426,[1. 1.],7.029485292237202e-26
40,0.5,1,1,234,[1.00000001 1.00000002],1.519013498203081e-16
40,0.5,1,1,220,[1. 1.],2.255734446799916e-19
40,0.5,1,1,248,[1. 1.],4.470716954344242e-22
40,0.5,1,1,440,[1. 1.],0.0
40,0.5,1,1,223,[1.00000034 1.00000069],1.2338772852209066e-13
40,0.5,1,1,343,[1.00000059 1.00000117],3.444320442176053e-13
40,0.5,1,1,235,[1.00000001 1.00000001],5.4270569122612866e-17
40,0.5,1,1,188,[1. 1.],7.214913965949761e-20
40,0.5,1,1,359,[1.         0.99999999],7.495968502607473e-18
40,0.5,1,1,200,[1. 1.],9.023349870828942e-19
40,0.5,1,1,999,[1. 1.],5.138628103696093e-25
40,0.5,1,1,240,[1. 1.],3.6670382100758474e-21
40,0.5,1,1,263,[0.99999901 0.99999803],9.970294614558942e-13
40,0.5,1,1,254,[1. 1.],4.594848726298335e-20
40,0.5,1,1,574,[1. 1.],4.402871139926696e-19
40,0.5,1,1,416,[0.99999999 0.99999998],9.153992433143805e-17
40,0.5,1,1,172,[1.00000001 1.00000001],3.3144671293831655e-17
40,0.5,1,1,727,[1. 1.],2.3695941967934137e-18
40,0.5,1,1,349,[1.00000137 1.00000273],1.8660164248855212e-12
40,0.5,1,1,259,[1. 1.],4.588280685951886e-21
40,0.5,1,1,189,[1.         0.99999999],1.4473250517990597e-17
40,0.5,1,1,525,[1.         1.00000001],1.2441029067409154e-17
40,0.5,1,1,251,[0.99999994 0.99999988],3.4246067741641384e-15
40,0.5,1,1,232,[1. 1.],1.3958670771002846e-20
40,0.5,1,1,416,[1. 1.],1.446081004335865e-22
40,0.5,1,1,867,[1. 1.],3.7248530858186625e-24
40,0.5,1,1,290,[1. 1.],2.0678877938866177e-24
40,0.5,1,1,298,[1. 1.],3.5064142216236344e-19
40,0.5,1,1,354,[1.00000054 1.00000108],2.915995555059166e-13
40,0.5,1,1,999,[0.99929245 0.99858319],5.011125373207313e-07
40,0.5,1,1,279,[0.99999999 0.99999997],2.1389413824288339e-16
40,0.5,1,1,252,[1. 1.],1.6069891461087447e-20
40,0.5,1,1,358,[1. 1.],2.220658026839715e-22
40,0.5,1,1,237,[1. 1.],3.34230713003486e-19
40,0.5,1,1,342,[1. 1.],5.374114916818143e-30
40,0.5,1,1,218,[0.99999994 0.99999989],3.131439011770953e-15
40,0.5,1,1,425,[1. 1.],2.4844230623920673e-16
40,0.5,1,1,238,[1. 1.],2.941841041867992e-24
40,0.5,1,1,201,[1.         1.00000001],2.426377904185076e-17
40,0.5,1,1,427,[1.00000938 1.00001894],9.129484374816427e-11
40,0.5,1,1,240,[1. 1.],4.972638534179172e-18
40,0.5,1,1,222,[1. 1.],1.6911627436182154e-22
40,0.5,1,1,297,[0.9999997  0.99999941],9.821030581414106e-14
40,0.5,1,1,208,[1. 1.],3.8588148429011797e-19
40,0.5,1,1,395,[1. 1.],1.6058883366777498e-20
40,0.5,1,1,182,[1.00000005 1.0000001 ],2.6257194707613716e-15
40,0.5,1,1,261,[0.99999997 0.99999994],1.559487960057129e-15
40,0.5,1,1,304,[1. 1.],3.073845821000249e-26
40,0.5,1,1,290,[0.99999999 0.99999998],1.1214691181033946e-16
40,0.5,1,1,200,[1. 1.],2.4466573779167547e-18
40,0.5,1,1,507,[1.00000008 1.00000016],9.061539746452889e-15
40,0.5,1,1,419,[1. 1.],2.7169245569453832e-17
40,0.5,1,1,187,[1. 1.],1.7553205685834068e-17
40,0.5,1,1,177,[1. 1.],3.78900146477992e-19
40,0.5,1,1,366,[1. 1.],4.930380657631324e-32
40,0.5,1,1,350,[1.00000203 1.00000413],4.598057516634328e-12
40,0.5,1,1,999,[0.99999998 0.99999996],3.3590049803924796e-16
40,0.5,1,1,669,[1. 1.],4.14445135674934e-25
40,0.5,1,1,181,[0.99999999 0.99999997],2.285231474561747e-16
40,0.5,1,1,614,[1. 1.],0.0
40,0.5,1,1,486,[1. 1.],0.0
40,0.5,1,1,223,[1.00000013 1.00000028],5.5467123304461696e-14
40,0.5,1,1,351,[1.00000001 1.00000001],5.532012353082891e-17
40,0.5,1,1,366,[1.00000036 1.0000007 ],1.6893548113864836e-13
40,0.5,1,1,378,[1. 1.],8.801962069036321e-29
40,0.5,1,1,209,[0.99999991 0.99999982],7.799593524449109e-15
40,0.5,1,1,155,[1.00000001 1.00000002],8.243347603943217e-17
40,0.5,1,1,437,[1. 1.],6.809458501537416e-17
40,0.5,1,1,259,[1. 1.],8.178318103295551e-22
40,0.5,1,1,336,[1.00000001 1.00000002],8.138501095478487e-17
40,0.5,1,1,488,[1. 1.],3.708354366729055e-18
40,0.5,1,1,218,[1. 1.],2.7485401906844065e-19
40,0.5,1,1,399,[1. 1.],8.291086274270079e-19
40,0.5,1,1,376,[1. 1.],0.0
40,0.5,1,1,400,[1. 1.],0.0
40,0.5,1,1,796,[1. 1.],7.579258884049114e-20
40,0.5,1,1,227,[1. 1.],5.584821629524239e-18
40,0.5,1,1,248,[1. 1.],2.1170437339145963e-20
40,0.5,1,1,237,[1.         1.00000001],1.4268145883856987e-17
40,0.5,1,1,206,[1. 1.],1.127857661159279e-15
40,0.5,1,1,161,[1.00000003 1.00000005],6.747447948464651e-16
40,0.5,1,1,280,[1. 1.],2.503154795228549e-18
40,0.5,1,1,189,[1. 1.],4.2883891680979175e-20
40,0.5,1,1,285,[1.00000082 1.0000017 ],1.0542741040730721e-12
40,0.5,1,1,169,[1. 1.],3.231474751456539e-20
40,0.5,1,1,280,[1. 1.],3.0077758431580335e-20
40,0.5,1,1,211,[1. 1.],1.763643478911882e-20
40,0.5,1,1,213,[1. 1.],9.284136641799572e-21
40,0.5,1,1,237,[0.99999992 0.99999985],6.102758230838954e-15
40,0.5,1,1,675,[1.00000065 1.00000131],4.282336949747599e-13
40,0.5,1,1,243,[1. 1.],1.6338690249123506e-16
40,0.5,1,1,456,[1.00000049 1.00000103],5.358307311428813e-13
40,0.5,1,1,211,[1. 1.],4.872804738383063e-20
40,0.5,1,1,190,[0.99999997 0.99999994],1.3256866347837056e-15
40,0.5,1,1,172,[1. 1.],1.4150011223978478e-20
40,0.5,1,1,236,[1. 1.],5.327459455386695e-21
40,0.5,1,1,368,[1. 1.],1.0369990751105441e-25
40,0.5,1,1,276,[1.         1.00000001],1.7608910238959333e-17
40,0.5,1,1,922,[1. 1.],0.0
40,0.5,1,1,613,[1. 1.],5.3359044667215e-29
40,0.5,1,1,241,[1. 1.],1.422387500630394e-20
40,0.5,1,1,436,[0.99999999 0.99999997],1.9103406706079008e-16
40,0.5,1,1,201,[1. 1.],8.761628788419593e-19
40,0.5,1,1,335,[1. 1.],1.5848315426098444e-25
40,0.5,1,1,209,[1.         0.99999999],1.0430418027717417e-17
40,0.5,1,1,375,[1. 1.],5.86312113610948e-20
40,0.5,1,1,231,[1.         0.99999999],5.373609873355751e-17
40,0.5,1,1,426,[1.00000002 1.00000004],3.4251188237088203e-16
40,0.5,1,1,189,[1.         1.00000001],1.1540602852335332e-17
40,0.5,1,1,277,[1. 1.],1.9087520051379826e-25
40,0.5,1,1,311,[1. 1.],5.0172046610122114e-27
40,0.5,1,1,166,[0.99999998 0.99999997],2.9711905168093613e-16
40,0.5,1,1,852,[1. 1.],0.0
40,0.5,1,1,211,[1.         1.00000001],4.6766708654724505e-17
40,0.5,1,1,226,[0.99999005 0.99998005],9.926722390097894e-11
40,0.5,1,1,318,[1. 1.],8.386939947878464e-20
40,0.5,1,1,226,[1.00000398 1.00000801],1.6199274479769538e-11
40,0.5,1,1,841,[1. 1.],8.697191480061655e-29
40,0.5,1,1,289,[1. 1.],6.889105306296706e-23
40,0.5,1,1,186,[0.99999984 0.99999968],2.6231472393795958e-14
40,0.5,1,1,333,[0.99999997 0.99999993],1.147329190128121e-15
40,0.5,1,1,152,[1.00000057 1.00000113],3.214273254887186e-13
40,0.5,1,1,228,[1.00000004 1.00000008],4.711649000852463e-15
40,0.5,1,1,222,[1. 1.],7.792732074740938e-19
40,0.5,1,1,250,[1. 1.],1.8269581876962267e-20
40,0.5,1,1,351,[1.00000002 1.00000005],5.720337054137424e-16
40,0.5,1,1,356,[1. 1.],6.63932447058733e-21
40,0.5,1,1,284,[0.99999878 0.99999756],1.5006437917507197e-12
40,0.5,1,1,883,[1. 1.],1.8120647752515035e-25
40,0.5,1,1,273,[1. 1.],5.239171905187107e-18
40,0.5,1,1,335,[1. 1.],1.1661582850462489e-25
40,0.5,1,1,242,[1. 1.],6.588961028375015e-22
40,0.5,1,1,202,[1. 1.],2.943949816784376e-18
40,0.5,1,1,450,[1. 1.],2.1208987477809553e-18
40,0.5,1,1,599,[1. 1.],0.0
40,0.5,1,1,335,[1. 1.],2.1443681174927793e-23
40,0.5,1,1,343,[1.00000005 1.0000001 ],2.5615615157173675e-15
40,0.5,1,1,245,[1.00000002 1.00000004],4.682488017375059e-16
40,0.5,1,1,309,[1. 1.],8.858487894438919e-21
40,0.5,1,1,286,[0.99999999 0.99999999],2.7650660324124107e-17
40,0.5,1,1,598,[1.00000366 1.00000724],1.395767681156494e-11
40,0.5,1,1,312,[1. 1.],1.2109507933208294e-27
40,0.5,1,1,477,[1.00002054 1.00004092],4.2499530572289103e-10
40,0.5,1,1,345,[1. 1.],5.90860387606134e-24
40,0.5,1,1,267,[1. 1.],1.8749516269089297e-21
40,0.5,1,1,215,[0.99999999 0.99999998],1.0285423706302895e-16
40,0.5,1,1,226,[1. 1.],2.7371980039178705e-19
40,0.5,1,1,235,[1. 1.],5.175638077341672e-20
40,0.5,1,1,243,[1.00000001 1.00000003],1.8987707411048638e-16
40,0.5,1,1,182,[1.00000039 1.00000078],1.5241180294229965e-13
40,0.5,1,1,303,[1. 1.],1.3121235823168445e-18
40,0.5,1,1,309,[1.0000003  1.00000061],9.538521495564501e-14
40,0.5,1,1,268,[1.00000011 1.00000023],1.3209815038191975e-14
40,0.5,1,1,204,[1. 1.],9.572380607611327e-20
40,0.5,1,1,625,[1.00000143 1.00000281],2.177145827588128e-12
40,0.5,1,1,157,[1.00000005 1.00000009],5.355933362075943e-15
40,0.5,1,1,411,[1.00000002 1.00000003],4.565501015407912e-16
40,0.5,1,1,215,[1. 1.],3.064301143164971e-19
40,0.5,1,1,442,[1. 1.],3.010071624976364e-20
40,0.5,1,1,167,[1. 1.],1.5847112348580692e-20
40,0.5,1,1,371,[1. 1.],1.7538610576918572e-22
40,0.5,1,1,246,[1. 1.],3.94451028012204e-21
40,0.5,1,1,302,[1. 1.],6.684247405065783e-19
40,0.5,1,1,206,[1.         1.00000001],3.4732353512069783e-17
40,0.5,1,1,164,[0.99999961 0.9999992 ],1.6252348317116238e-13
40,0.5,1,1,188,[1.00000004 1.00000009],1.9775818440933532e-15
40,0.5,1,1,393,[1.0000012 1.0000024],1.438080191632902e-12
40,0.5,1,1,218,[1. 1.],1.1079283600435947e-18
40,0.5,1,1,279,[1. 1.],2.894272112985583e-25
40,0.5,1,1,214,[1.00000004 1.00000008],1.5251339129508637e-15
40,0.5,1,1,460,[1.0000003  1.00000061],9.174719185004034e-14
40,0.5,1,1,185,[1.00000003 1.00000004],7.180345134661321e-15
40,0.5,1,1,187,[1. 1.],5.2101221400180357e-20
40,0.5,1,1,383,[1. 1.],0.0
40,0.5,1,1,246,[0.99999668 0.9999934 ],1.1291298326138591e-11
40,0.5,1,1,201,[1. 1.],1.5459787225850421e-22
40,0.5,1,1,304,[0.99999998 0.99999996],2.170435415153429e-15
40,0.5,1,1,368,[1. 1.],1.2538759988567265e-21
40,0.5,1,1,303,[1. 1.],2.5093710273870322e-23
40,0.5,1,1,225,[1. 1.],3.7009519276501715e-20
40,0.5,1,1,404,[1.00000017 1.00000034],2.961943330131025e-14
40,0.5,1,1,232,[1. 1.],3.748838728509197e-18
40,0.5,1,1,229,[1.00000014 1.00000027],2.5837151361355502e-14
40,0.5,1,1,218,[1. 1.],5.577098892968036e-21
40,0.5,1,1,245,[0.99998554 0.99997106],2.0904297695965635e-10
40,0.5,1,1,467,[1. 1.],2.5283387661990782e-18
40,0.5,1,1,407,[1. 1.],8.923988990312696e-30
40,0.5,1,1,465,[1. 1.],9.293107352247961e-21
40,0.5,1,1,290,[1. 1.],2.6446804264490595e-20
40,0.5,1,1,413,[1. 1.],5.497788209169382e-22
40,0.5,1,1,386,[1. 1.],2.9488981422222928e-25
40,0.5,1,1,546,[1.00000023 1.00000045],6.045742878145809e-14
40,0.5,1,1,416,[1. 1.],0.0
40,0.5,1,1,157,[1.00000001 1.00000002],1.7133316921938426e-16
40,0.5,1,1,379,[1. 1.],4.0629013262765694e-18
40,0.5,1,1,188,[0.99999998 0.99999996],5.172508533214163e-16
40,0.5,1,1,530,[1. 1.],0.0
40,0.5,1,1,197,[1.00000007 1.00000014],4.687404121979686e-15
40,0.5,1,1,516,[1.00000103 1.00000209],1.1115687645729723e-12
40,0.5,1,1,432,[1. 1.],2.8307248970297703e-19
40,0.5,1,1,281,[1. 1.],1.8272321370517806e-19
40,0.5,1,1,309,[1.00000001 1.00000001],9.915410609041404e-16
40,0.5,1,1,999,[1. 1.],5.338301070524988e-23
40,0.5,1,1,341,[1. 1.],3.003890261590555e-22
40,0.5,1,1,202,[1. 1.],8.440896117397098e-18
40,0.5,1,1,200,[0.99999995 0.99999989],3.021215293631361e-15
40,0.5,1,1,192,[1.00000006 1.00000013],4.188845788559316e-15
40,0.5,1,1,593,[1. 1.],0.0
40,0.5,1,1,202,[1.         0.99999999],9.848339335695208e-18
40,0.5,1,1,904,[1. 1.],9.348272891691488e-21
40,0.5,1,1,227,[1.         1.00000001],8.96043774043669e-18
40,0.5,1,1,264,[1. 1.],1.4476145149607268e-20
40,0.5,1,1,465,[1. 1.],5.950684971290101e-22
40,0.5,1,1,326,[1. 1.],3.922674468943556e-20
40,0.5,1,1,191,[1. 1.],5.110613868491923e-18
40,0.5,1,1,168,[1.00000003 1.00000005],7.488716592028126e-16
40,0.5,1,1,493,[1.00000136 1.00000273],1.8618663909491327e-12
40,0.5,1,1,243,[1. 1.],3.636253754750205e-19
40,0.5,1,1,155,[1. 1.],4.319830071419197e-18
40,0.5,1,1,370,[1. 1.],5.979505051863503e-21
40,0.5,1,1,325,[1.00000003 1.00000006],8.534601211965263e-16
40,0.5,1,1,254,[1. 1.],4.150081232086708e-19
40,0.5,1,1,234,[1. 1.],4.130824900047605e-18
40,0.5,1,1,241,[1. 1.],2.973695529624352e-18
40,0.5,1,1,334,[1. 1.],4.258243817561514e-21
40,0.5,1,1,307,[1. 1.],3.332937324558775e-29
40,0.5,1,1,534,[1. 1.],0.0
40,0.5,1,1,451,[1. 1.],1.4857382814636e-18
40,0.5,1,1,433,[1. 1.],2.2156735110955007e-21
40,0.5,1,1,369,[1. 1.],6.699281206793912e-19
40,0.5,1,1,180,[0.99999979 0.99999957],4.579487230074454e-14
40,0.5,1,1,305,[1. 1.],1.1978530676219967e-22
40,0.5,1,1,272,[1. 1.],9.194102733204154e-20
40,0.5,1,1,232,[0.99999994 0.99999988],3.580011654356365e-15
40,0.5,1,1,611,[1. 1.],2.3508104279392728e-24
40,0.5,1,1,338,[1.00000052 1.00000104],2.8079086033741964e-13
40,0.5,1,1,227,[1.00000008 1.00000017],7.192722603808394e-15
40,0.5,1,1,287,[1. 1.],2.5453385967861167e-26
40,0.5,1,1,406,[1. 1.],3.475356874314142e-18
40,0.5,1,1,244,[1. 1.],4.1980703979370395e-18
40,0.5,1,1,612,[1. 1.],0.0
40,0.5,1,1,472,[1. 1.],1.9999969825624994e-20
40,0.5,1,1,605,[1. 1.],2.1247292231213588e-18
40,0.5,1,1,319,[1. 1.],3.3711069757554757e-25
40,0.5,1,1,405,[1. 1.],2.2538969486481533e-19
40,0.5,1,1,413,[1.         0.99999999],1.5758347140607037e-17
40,0.5,1,1,380,[1. 1.],8.91115702119828e-20
40,0.5,1,1,751,[1. 1.],0.0
40,0.5,1,1,209,[1. 1.],1.5178894075020144e-21
40,0.5,1,1,791,[1. 1.],1.5953030134631774e-21
40,0.5,1,1,811,[1. 1.],3.483512382438e-26
40,0.5,1,1,193,[1. 1.],4.1068270534977866e-20
40,0.5,1,1,325,[1. 1.],1.0896141253365226e-26
40,0.5,1,1,235,[1. 1.],2.4523922488501895e-23
40,0.5,1,1,274,[1. 1.],1.8739730999790512e-25
40,0.5,1,1,280,[1.00000002 1.00000003],2.745171371236509e-16
40,0.5,1,1,271,[1. 1.],2.536563132003177e-19
40,0.5,1,1,230,[1.00000002 1.00000004],4.557197503919174e-16
40,0.5,1,1,182,[1.00000001 1.00000002],5.318736392627332e-16
40,0.5,1,1,233,[1.         1.00000001],1.1806389384769498e-17
40,0.5,1,1,430,[1. 1.],7.597565293610809e-19
